"","isbn","year","isbndb","subject"
"481","0060916508",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0060916508","Fiction"
"482","0552996009",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0552996009",NA
"483","0142000663",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0142000663","Fiction"
"484","0590112899",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0590112899","Boys"
"485","0590660543",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0590660543","Arctic regions"
"486","0345361792",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0345361792","Fiction"
"487","0394404289",1970,"https://www.googleapis.com/books/v1/volumes?q=isbn:0394404289",NA
"488","038531258X",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:038531258X","Fiction"
"489","006092988X",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:006092988X","Fiction"
"490","0743225406",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0743225406","Fiction"
"491","0553256696",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0553256696","Biography & Autobiography"
"492","1400034779",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:1400034779","Fiction"
"493","038533303X",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:038533303X","Biography & Autobiography"
"494","0786885688",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0786885688","Fiction"
"495","0671880187",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0671880187","Kitchens"
"496","0385247745",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0385247745","Philosophy"
"497","037570504X",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:037570504X","Fiction"
"498","0767902521",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0767902521","Travel"
"499","0553377868",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0553377868","Fiction"
"500","0609608444",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0609608444","History"
"501","1558744606",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:1558744606",NA
"502","080410753X",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:080410753X","Fiction"
"503","0451526503",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0451526503","Fiction"
"504","0345325818",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0345325818","Fiction"
"505","014131088X",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:014131088X","Juvenile Fiction"
"506","0140244824",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0140244824","Fiction"
"507","0312983212",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0312983212","Fiction"
"508","0385508417",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0385508417","Fiction"
"509","0385510438",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0385510438","Fiction"
"510","0380723638",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0380723638",NA
"511","0385324057",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0385324057","Fiction"
"512","0425185710",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0425185710","Fiction"
"513","0061030651",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0061030651","Fiction"
"514","0425178773",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0425178773","Fiction"
"515","031298250X",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:031298250X","Fiction"
"516","006109594X",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:006109594X",NA
"517","0671527215",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0671527215","Interplanetary voyages"
"518","0618045996",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0618045996",NA
"519","0553377876",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0553377876","Fiction"
"520","014025448X",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:014025448X","Fiction"
"521","0060934417",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0060934417","Fiction"
"522","0671793489",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0671793489","Fiction"
"523","0679772677",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0679772677","Law"
"524","0312983824",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0312983824",NA
"525","0449149676",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0449149676","Fiction"
"526","0449006344",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0449006344","Fiction"
"527","0451191153",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0451191153",NA
"528","0440224624",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0440224624","Fiction"
"529","0743418174",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0743418174","Fiction"
"530","0440214424",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0440214424",NA
"531","0451187903",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0451187903","Domestic fiction"
"532","0385491050",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0385491050","Fiction"
"533","0671036505",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0671036505",NA
"534","0446605891",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0446605891","Fiction"
"535","0394758285",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0394758285","Fiction"
"536","0671004565",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0671004565","Fiction"
"537","0345370805",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0345370805","Fiction"
"538","0375703055",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0375703055","Fiction"
"539","0156006529",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0156006529","Fiction"
"540","0446673544",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0446673544",NA
"541","0312243022",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0312243022","Fiction"
"542","0316789844",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0316789844",NA
"543","0385490445",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0385490445","Fiction"
"544","0345316770",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0345316770","Fiction"
"545","0375700757",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0375700757","Fiction"
"546","0070212570",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0070212570","Fiction"
"547","0385480016",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0385480016","Language Arts & Disciplines"
"548","0061098361",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0061098361","Fiction"
"549","0061093092",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0061093092","Fiction"
"550","0446611239",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0446611239",NA
"551","0553580078",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0553580078","Fiction"
"552","0316781266",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0316781266",NA
"553","0486280616",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0486280616","Fiction"
"554","0671032658",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0671032658","Fiction"
"555","0373250223",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0373250223","Fiction"
"556","0380817683",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0380817683",NA
"557","0380814021",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0380814021","Juvenile Fiction"
"558","0061098795",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0061098795","Fiction"
"559","0375725784",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0375725784","Biography & Autobiography"
"560","0142004030",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0142004030","Fiction"
"561","0452281784",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0452281784","Fiction"
"562","038533656X",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:038533656X",NA
"563","0345436911",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0345436911","Fiction"
"564","0452284481",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0452284481",NA
"565","0802135196",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0802135196","Fiction"
"566","0440217520",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0440217520","Fiction"
"567","0373834985",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0373834985","Fiction"
"568","0679450548",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0679450548","Fiction"
"569","0345339703",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0345339703","Fiction"
"570","0670030643",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0670030643","Fiction"
"571","0060929596",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0060929596","Medical"
"572","0440131480",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0440131480",NA
"573","0440940001",1970,"https://www.googleapis.com/books/v1/volumes?q=isbn:0440940001","Juvenile Fiction"
"574","0812565959",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0812565959","Fiction"
"575","0425163385",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0425163385","Fiction"
"576","0743444051",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0743444051","Fiction"
"577","0671042262",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0671042262",NA
"578","0425157539",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0425157539","Fiction"
"579","0553585681",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0553585681","Fiction"
"580","0553585118",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0553585118","Fiction"
"581","0886777690",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0886777690","Fiction"
"582","037348397X",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:037348397X","Fiction"
"583","0679731148",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0679731148","History"
"584","0380600129",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0380600129","Juvenile Fiction"
"585","0316693324",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0316693324","Fiction"
"586","0553283685",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0553283685","Fiction"
"587","0345367898",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0345367898","Witches"
"588","0553580272",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0553580272","Fiction"
"589","0449912558",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0449912558","Fiction"
"590","0684835983",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0684835983","Fiction"
"591","0440226430",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0440226430","Fiction"
"592","031231616X",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:031231616X","Fiction"
"593","089480829X",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:089480829X","Family & Relationships"
"594","0767912233",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0767912233","Fiction"
"595","0894805770",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0894805770","Family & Relationships"
"596","0688177751",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0688177751","Fiction"
"597","0345438329",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0345438329","Fiction"
"598","0375707972",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0375707972","Fiction"
"599","0618126988",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0618126988","Fiction"
"600","0142000361",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0142000361","Fiction"
"601","0872860175",1950,"https://www.googleapis.com/books/v1/volumes?q=isbn:0872860175","Poetry"
"602","0345446860",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0345446860","Fiction"
"603","0446310492",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0446310492","Fiction"
"604","0515090506",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0515090506","Fiction"
"605","0399145087",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0399145087","Fiction"
"606","0060192119",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0060192119","Psychology"
"607","0312990456",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0312990456","Fiction"
"608","0316969680",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0316969680","Fiction"
"609","0399501487",1950,"https://www.googleapis.com/books/v1/volumes?q=isbn:0399501487","Adventure fiction"
"610","0425188361",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0425188361","Fiction"
"611","0395177111",1970,"https://www.googleapis.com/books/v1/volumes?q=isbn:0395177111","Fiction"
"612","0425177173",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0425177173","Fiction"
"613","0440224764",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0440224764","Fiction"
"614","0553572997",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0553572997","Fiction"
"615","0380727501",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0380727501","Travel"
"616","0440208912",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0440208912","Fiction"
"617","0061093106",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0061093106","Fiction"
"618","0373218192",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0373218192","Fiction"
"619","0515120006",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0515120006","Fiction"
"620","0515127396",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0515127396",NA
"621","0345416260",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0345416260","Fiction"
"622","0385486804",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0385486804","Biography & Autobiography"
"623","0385512104",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0385512104","Fiction"
"624","0451180208",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0451180208","Fiction"
"625","039914255X",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:039914255X","Health & Fitness"
"626","0440236673",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0440236673","Fiction"
"627","0316291161",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0316291161",NA
"628","0679771476",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0679771476","Fiction"
"629","0064405176",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0064405176","Juvenile Fiction"
"630","0061056871",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0061056871","Fiction"
"631","0440235162",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0440235162","Fiction"
"632","076790382X",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:076790382X","Biography & Autobiography"
"633","0425158616",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0425158616","Fiction"
"634","0062502182",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0062502182","Fiction"
"635","0060175400",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0060175400","Fiction"
"636","1573221775",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:1573221775",NA
"637","0671537458",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0671537458","Fiction"
"638","0517573822",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0517573822","Poetry"
"639","0517149257",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0517149257","Fiction"
"640","0812590236",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0812590236","Fiction"
"641","0515127221",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0515127221","Fiction"
"642","0425161242",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0425161242","Fiction"
"643","0451195922",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0451195922","Fiction"
"644","0425169863",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0425169863","Fiction"
"645","0345380371",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0345380371","Fiction"
"646","0446609323",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0446609323",NA
"647","0316690619",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0316690619",NA
"648","0446610038",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0446610038","Fiction"
"649","0449222276",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0449222276",NA
"650","0440224608",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0440224608","Fiction"
"651","0451201558",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0451201558","Fiction"
"652","0679459626",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0679459626","Fiction"
"653","0671001701",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0671001701","Fiction"
"654","0553583085",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0553583085","Fiction"
"655","0805019375",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0805019375","Fiction"
"656","0006550789",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0006550789","Fiction"
"657","0385492081",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0385492081","Biography & Autobiography"
"658","0425130215",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0425130215","Fiction"
"659","0061000175",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0061000175","Fiction"
"660","0312971362",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0312971362","Fiction"
"661","0061097659",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0061097659","Fiction"
"662","067976402X",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:067976402X","Fiction"
"663","0743457358",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0743457358","Fiction"
"664","0743456866",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0743456866","Fiction"
"665","0440235464",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0440235464","Fiction"
"666","0345425707",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0345425707","Fiction"
"667","0451821971",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0451821971",NA
"668","0670894494",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0670894494",NA
"669","0385491328",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0385491328",NA
"670","0425167313",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0425167313","Fiction"
"671","034540288X",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:034540288X","Fiction"
"672","0440237688",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0440237688","Dystopias"
"673","0425167720",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0425167720","Fiction"
"674","0609610597",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0609610597","Fiction"
"675","0446519960",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0446519960","Fiction"
"676","0374281602",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0374281602","Fiction"
"677","0060970790",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0060970790","Medical"
"678","0316182540",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0316182540","Fiction"
"679","0553299506",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0553299506","Child psychologists"
"680","0446611611",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0446611611",NA
"681","0446604658",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0446604658",NA
"682","0553282476",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0553282476","Fiction"
"683","0449212602",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0449212602","British and Irish fiction (Fictional works by one author)."
"684","0684867621",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0684867621","Fiction"
"685","0345413903",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0345413903","Fiction"
"686","0590634275",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0590634275",NA
"687","3257228007",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:3257228007","Fiction"
"688","0553582143",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0553582143","Fiction"
"689","0060002492",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0060002492","Fiction"
"690","0786866462",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0786866462","Fiction"
"691","0679426159",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0679426159","Fiction"
"692","0671020315",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0671020315","Fiction"
"693","0316569321",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0316569321",NA
"694","067169071X",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:067169071X","True Crime"
"695","0679732241",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0679732241","African American women cooks"
"696","042513301X",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:042513301X","Fiction"
"697","0515090174",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0515090174","Fiction"
"698","0515095826",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0515095826","Fiction"
"699","0515111279",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0515111279","Fiction"
"700","0385475713",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0385475713","Fiction"
"701","0553375407",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0553375407","Fiction"
"702","0151006903",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0151006903","Fiction"
"703","0679744479",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0679744479","Fiction"
"704","0425115801",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0425115801",NA
"705","0671024248",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0671024248","Fiction"
"706","0671034022",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0671034022","Fiction"
"707","0451151259",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0451151259",NA
"708","0375727132",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0375727132","Fiction"
"709","0446607711",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0446607711","Fiction"
"710","0345416880",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0345416880","Fiction"
"711","0385483503",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0385483503","Fiction"
"712","0060187271",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0060187271","Fiction"
"713","038548951X",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:038548951X","Fiction"
"714","0060512806",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0060512806","Fiction"
"715","0060972459",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0060972459","Fiction"
"716","0805012478",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0805012478",NA
"717","0060975547",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0060975547",NA
"718","0609806505",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0609806505","Fiction"
"719","0812505166",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0812505166","Fiction"
"720","0446525804",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0446525804","Fiction"
"721","0446516570",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0446516570","Fiction"
"722","0515122491",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0515122491","Fiction"
"723","051512902X",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:051512902X","Fiction"
"724","0515131091",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0515131091","Fiction"
"725","0140265686",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0140265686","Fiction"
"726","0140257934",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0140257934","Fiction"
"727","0140254544",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0140254544","Fiction"
"728","0451524934",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0451524934","Fiction"
"729","0345392825",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0345392825","Family & Relationships"
"730","0671027123",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0671027123","Fiction"
"731","0449225151",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0449225151","Fiction"
"732","0345350499",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0345350499","Fiction"
"733","0312976275",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0312976275","Fiction"
"734","0767905180",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0767905180","Fiction"
"735","0373242328",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0373242328","Fiction"
"736","0373240228",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0373240228","Fiction"
"737","059035342X",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:059035342X","Juvenile Fiction"
"738","0373708351",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0373708351","Fiction"
"739","0451205650",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0451205650","Fiction"
"740","0316089699",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0316089699","Fiction"
"741","1551669404",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:1551669404","Fiction"
"742","0140348107",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0140348107","Audiocassettes"
"743","0375701427",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0375701427","Fiction"
"744","0553135457",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0553135457","Brooklyn"
"745","0060936363",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0060936363","Fiction"
"746","038082101X",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:038082101X","Fiction"
"747","0380977745",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0380977745","Fiction"
"748","1558747028",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:1558747028","Self-Help"
"749","0671708635",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0671708635","Business & Economics"
"750","0553377884",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0553377884","Fiction"
"751","0451195507",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0451195507","Fiction"
"752","0061012289",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0061012289","Fiction"
"753","0061092088",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0061092088","Fiction"
"754","0425162788",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0425162788","Fiction"
"755","0451208811",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0451208811","Fiction"
"756","0345342968",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0345342968","Fiction"
"757","0812550706",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0812550706","Fiction"
"758","0553580302",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0553580302","Fiction"
"759","0441102670",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0441102670","Fiction"
"760","0441328008",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0441328008","Fiction"
"761","0441294677",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0441294677",NA
"762","0441104029",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0441104029","Fiction"
"763","0345443683",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0345443683","Fiction"
"764","0345378482",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0345378482","Fiction"
"765","0671758896",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0671758896","Fiction"
