"","x"
"2148",1368
"2149",278257
"2150",237917
"2151",176526
"2152",213066
"2153",8
"2154",213919
"2155",224105
"2156",248419
"2157",566
"2158",168307
"2159",215226
"2160",217117
"2161",170732
"2162",3427
"2163",174207
"2164",212607
"2165",223608
"2166",227654
"2167",278314
"2168",989
"2169",169677
"2170",229344
"2171",230013
"2172",215677
"2173",1923
"2174",236033
"2175",229412
"2176",213839
"2177",235384
"2178",168092
"2179",2853
"2180",219590
"2181",228455
"2182",1660
"2183",212427
"2184",244708
"2185",235123
"2186",212130
"2187",236728
"2188",230180
"2189",166892
"2190",250341
"2191",827
"2192",1608
"2193",171045
"2194",250984
"2195",212797
"2196",211043
"2197",210261
"2198",227413
"2199",226991
"2200",241414
"2201",173652
"2202",1184
"2203",238350
"2204",210599
"2205",242249
"2206",251400
"2207",248168
"2208",252045
"2209",248496
"2210",226522
"2211",232458
"2212",247278
"2213",2046
"2214",210772
"2215",221713
"2216",170441
"2217",170572
"2218",177876
"2219",172840
"2220",244915
"2221",278390
"2222",44
"2223",230474
"2224",239842
"2225",278342
"2226",241051
"2227",252418
"2228",236255
"2229",233955
"2230",229055
"2231",250454
"2232",249736
"2233",278851
"2234",233845
"2235",227397
"2236",227161
"2237",169192
"2238",215548
"2239",178570
"2240",233431
"2241",243213
"2242",229448
"2243",227208
"2244",221510
"2245",251170
"2246",251036
"2247",237912
"2248",229335
"2249",233738
"2250",221186
"2251",238246
"2252",175576
"2253",221687
"2254",209204
"2255",167494
"2256",251377
"2257",231241
"2258",242103
"2259",235375
"2260",239783
"2261",170118
"2262",169681
"2263",241033
"2264",232820
"2265",233649
"2266",234544
"2267",241401
"2268",177683
"2269",213707
"2270",218221
"2271",244781
"2272",250163
"2273",244761
"2274",244879
"2275",243785
"2276",173650
"2277",2630
"2278",245616
"2279",250456
"2280",245782
"2281",244455
"2282",224439
"2283",232093
"2284",231251
"2285",210276
"2286",177492
"2287",176577
"2288",223587
"2289",174738
"2290",277922
"2291",178356
"2292",3329
"2293",232271
"2294",222217
"2295",240951
"2296",444
"2297",171400
"2298",238475
"2299",231462
"2300",223315
"2301",241874
"2302",235037
"2303",221327
"2304",222677
"2305",232624
"2306",169243
"2307",241861
"2308",278255
"2309",166546
"2310",233331
"2311",174131
"2312",1178
"2313",223350
"2314",172533
"2315",245128
"2316",3693
"2317",246483
"2318",217444
"2319",223816
"2320",222034
"2321",220667
"2322",240687
"2323",175223
"2324",237318
"2325",210168
"2326",216861
"2327",234205
"2328",239688
"2329",233962
"2330",171079
"2331",276847
"2332",227672
"2333",178485
"2334",232109
"2335",243429
"2336",232774
"2337",220699
"2338",213831
"2339",214717
"2340",244486
"2341",232541
"2342",220326
"2343",242781
"2344",235486
"2345",219921
"2346",241441
"2347",170346
"2348",231510
"2349",168438
"2350",244572
"2351",226341
"2352",168098
"2353",219798
"2354",170568
"2355",114
"2356",278019
"2357",241146
"2358",251069
"2359",175062
"2360",214042
"2361",1133
"2362",224360
"2363",172192
"2364",175284
"2365",231346
"2366",240609
"2367",3669
"2368",235619
"2369",277938
"2370",172215
"2371",2462
"2372",174793
"2373",178471
"2374",213664
"2375",2470
"2376",213661
"2377",277711
"2378",229386
"2379",215787
"2380",219132
"2381",239623
"2382",170522
"2383",236979
"2384",232103
"2385",714
"2386",240811
"2387",3675
"2388",238339
"2389",225187
"2390",225912
"2391",242245
"2392",251975
"2393",1348
"2394",231295
"2395",177977
"2396",244314
"2397",170509
"2398",212798
"2399",3106
"2400",223642
"2401",238768
"2402",233444
"2403",240258
"2404",387
"2405",237436
"2406",212847
"2407",214851
"2408",245287
"2409",276581
"2410",216435
"2411",236618
"2412",174830
"2413",252491
"2414",230400
"2415",233995
"2416",1688
"2417",222391
"2418",175794
"2419",238757
"2420",210493
"2421",232736
"2422",219235
"2423",252292
"2424",232522
"2425",213703
"2426",222914
"2427",234406
"2428",2770
"2429",211028
"2430",171703
"2431",224611
"2432",1343
"2433",251877
"2434",225213
"2435",251152
"2436",167906
"2437",231357
"2438",175399
"2439",222280
"2440",168952
"2441",222788
"2442",250413
"2443",3088
"2444",223174
"2445",219884
"2446",233745
"2447",242
"2448",228856
"2449",209085
"2450",241537
"2451",230374
"2452",224924
"2453",242465
"2454",2106
"2455",214213
"2456",229092
"2457",247897
"2458",175304
"2459",234087
"2460",215683
"2461",215545
"2462",3954
"2463",246921
"2464",219885
"2465",4114
"2466",1467
"2467",250061
"2468",244790
"2469",228880
"2470",217252
"2471",222912
"2472",166141
"2473",3418
"2474",240528
"2475",167625
"2476",276939
"2477",176280
"2478",237268
"2479",244804
"2480",777
"2481",241802
"2482",249480
"2483",172377
"2484",3757
"2485",240897
"2486",233697
"2487",230757
"2488",223034
"2489",239431
"2490",277196
"2491",229757
"2492",209157
"2493",242828
"2494",165932
"2495",209830
"2496",173852
"2497",227771
"2498",172216
"2499",2363
"2500",216557
"2501",176062
"2502",214641
"2503",230968
"2504",224612
"2505",277187
"2506",215749
"2507",238235
"2508",174534
"2509",177703
"2510",237553
"2511",246846
"2512",277879
"2513",228391
"2514",242248
"2515",247521
"2516",242157
"2517",210324
"2518",218491
"2519",235671
"2520",225815
"2521",229754
"2522",235929
"2523",239835
"2524",221867
"2525",230581
"2526",276560
"2527",249557
"2528",169558
"2529",224830
"2530",234286
"2531",221235
"2532",246558
"2533",246246
"2534",172233
"2535",172775
"2536",244285
"2537",277662
"2538",171570
"2539",216795
"2540",172058
"2541",240932
"2542",177556
"2543",229816
"2544",236625
"2545",229013
"2546",235475
"2547",246448
"2548",211353
"2549",218638
"2550",226003
"2551",215801
"2552",1254
"2553",243004
"2554",216345
"2555",250080
"2556",172101
"2557",3104
"2558",212027
"2559",246597
"2560",278771
"2561",218452
"2562",232343
"2563",2326
"2564",228064
"2565",169223
"2566",244452
"2567",172865
"2568",177932
"2569",234657
"2570",248289
"2571",242273
"2572",238461
"2573",170236
"2574",626
"2575",235394
"2576",239106
"2577",241012
"2578",216613
"2579",222140
"2580",165558
"2581",250153
"2582",2411
"2583",172406
"2584",177435
"2585",167438
"2586",230427
"2587",224606
"2588",165654
"2589",242742
"2590",218197
"2591",177534
"2592",899
"2593",241992
"2594",250739
"2595",173632
"2596",222622
"2597",210945
"2598",175510
"2599",244602
"2600",247583
"2601",218831
"2602",233714
"2603",165549
"2604",222683
"2605",172888
"2606",214218
"2607",250192
"2608",243964
"2609",167790
"2610",231767
"2611",245607
"2612",239415
"2613",246318
"2614",241268
"2615",240440
"2616",3332
"2617",167945
"2618",168129
"2619",234281
"2620",239630
"2621",223386
"2622",225414
"2623",215947
"2624",247848
"2625",224897
"2626",2349
"2627",171235
"2628",214202
"2629",175493
"2630",239488
"2631",226568
"2632",241198
"2633",277627
"2634",222404
"2635",278563
"2636",244139
"2637",212002
"2638",222621
"2639",224241
"2640",231891
"2641",2760
"2642",3326
"2643",242414
"2644",237074
"2645",276994
"2646",252278
"2647",235055
"2648",216675
"2649",224635
